10_Digit_BBL,GeoBuilding,Latitude,Longitude
1000480001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00961437893814,40.70856918965983],[-74.00985667880514,40.70832345930919],[-74.01042940654203,40.70869787557785],[-74.01034582162399,40.70878264552611],[-74.01024331492162,40.708886603386546],[-74.00960764891944,40.708576014294806],[-74.00961437893814,40.70856918965983]]]]},""properties"":{""name"":null,""base_bbl"":""1000480001"",""shape_area"":""0.0"",""heightroof"":""678.75"",""mpluto_bbl"":""1000480001"",""cnstrct_yr"":""1968"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""35"",""geomsource"":""Photogramm"",""bin"":""1001027"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""626894"",""shape_len"":""0.0""}}",-74.0099772287666,40.7086050378454
1000510001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.01284116214556,40.70819484583353],[-74.01290970620192,40.70809181518909],[-74.01306793166955,40.707853982242135],[-74.01307080503587,40.70785488692962],[-74.01320066163373,40.70789579674222],[-74.01332020477928,40.70793345675665],[-74.01345762737425,40.70797674905625],[-74.01345767944534,40.707976765259374],[-74.01345764987481,40.70797683190065],[-74.01330648254128,40.70832459716184],[-74.01325210510804,40.70830943432491],[-74.01313299649733,40.70827622181641],[-74.01301251996307,40.708242627522466],[-74.01287415724592,40.7082040462724],[-74.01284116214556,40.70819484583353]]]]},""properties"":{""name"":null,""base_bbl"":""1000510001"",""shape_area"":""0.0"",""heightroof"":""366.01"",""mpluto_bbl"":""1000510001"",""cnstrct_yr"":""1907"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""18"",""geomsource"":""Photogramm"",""bin"":""1001031"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""479677"",""shape_len"":""0.0""}}",-74.0131494201992,40.7080802268836
3054240018,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-73.97088255090372,40.631857674533116],[-73.97063947501971,40.631974383966195],[-73.97052230102918,40.6318327347073],[-73.97076537660224,40.63171602552014],[-73.97088255090372,40.631857674533116]]]]},""properties"":{""name"":null,""base_bbl"":""3054240018"",""shape_area"":""0.0"",""heightroof"":""75.0"",""mpluto_bbl"":""3054240018"",""cnstrct_yr"":""2018"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""45"",""geomsource"":""Other (Man"",""bin"":""3421433"",""lstmoddate"":""2018-09-10T00:00:00.000"",""doitt_id"":""1286614"",""shape_len"":""0.0""}}",-73.9707024259328,40.6318452047613
1000560001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.01418782338533,40.709711313136275],[-74.01411190871822,40.7099001830275],[-74.01410906297438,40.70990726319332],[-74.01405817348092,40.70989576449161],[-74.0140209119032,40.70998531044042],[-74.01398901597148,40.710064675448265],[-74.01397656013205,40.710095667144],[-74.01397425844374,40.710101392871834],[-74.01378191148689,40.71002068975944],[-74.01383060950158,40.709895888412234],[-74.01393892771877,40.70961829194425],[-74.01396818291654,40.70961021531723],[-74.01418782338533,40.709711313136275]]]]},""properties"":{""name"":null,""base_bbl"":""1000560001"",""shape_area"":""0.0"",""heightroof"":""146.71"",""mpluto_bbl"":""1000560001"",""cnstrct_yr"":""1931"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""6"",""geomsource"":""Photogramm"",""bin"":""1001063"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""204256"",""shape_len"":""0.0""}}",-74.0139848637903,40.7098463793008
1000640012,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00981083311547,40.709289790841595],[-74.00979822085449,40.70928324520083],[-74.00980820813865,40.70927210052657],[-74.00975061451156,40.70924221385692],[-74.00972810490286,40.70923053253153],[-74.00976800031611,40.709182770551365],[-74.00980682891642,40.70913944096321],[-74.00995797684105,40.70897077307666],[-74.01038500348417,40.70916493865308],[-74.01037915268927,40.709171467885675],[-74.01031406384925,40.70924410265103],[-74.01017825261474,40.709395657233635],[-74.00986269927206,40.70923191146744],[-74.00981083311547,40.709289790841595]]]]},""properties"":{""name"":null,""base_bbl"":""1000640012"",""shape_area"":""0.0"",""heightroof"":""303.0"",""mpluto_bbl"":""1000640012"",""cnstrct_yr"":""1924"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""32"",""geomsource"":""Other (Man"",""bin"":""1001087"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""587796"",""shape_len"":""0.0""}}",-74.0100681284817,40.7091832152096
1000640015,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00962203293307,40.70928217944952],[-74.00948760032483,40.70921241901477],[-74.00943310047518,40.70918413844269],[-74.00932654713604,40.70912884494217],[-74.00941325863225,40.70904087686718],[-74.00944077175097,40.70901296417497],[-74.0095888421743,40.70908980154769],[-74.00969204881993,40.70914335800178],[-74.00976800031611,40.709182770551365],[-74.00972810490286,40.70923053253153],[-74.00975061451156,40.70924221385692],[-74.00968535453822,40.70931503828834],[-74.00962203293307,40.70928217944952]]]]},""properties"":{""name"":null,""base_bbl"":""1000640015"",""shape_area"":""0.0"",""heightroof"":""176.0"",""mpluto_bbl"":""1000640015"",""cnstrct_yr"":""1908"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""30"",""geomsource"":""Other (Man"",""bin"":""1079039"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""822862"",""shape_len"":""0.0""}}",-74.0095630624701,40.7091640012981
1000650007,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00891704356468,40.70980074413512],[-74.00899489646018,40.70971292385228],[-74.00906786960837,40.70963060602229],[-74.00899724811914,40.70959214083463],[-74.00891106998434,40.709686984850165],[-74.00885046448492,40.70975368406855],[-74.00878590809965,40.709708053820286],[-74.00882888968034,40.70966114741849],[-74.00894734369719,40.70953187352488],[-74.00895673722118,40.709521622277904],[-74.00908203796442,40.70938487527019],[-74.0090946367548,40.70937112527365],[-74.00911646586539,40.709391539031685],[-74.00912224743384,40.70939694614223],[-74.00915042492612,40.709422409456145],[-74.00917916094733,40.70944750891209],[-74.00920844602953,40.70947223730641],[-74.00922732788666,40.70948765164193],[-74.00923827425508,40.709496588335455],[-74.00926863497257,40.70952055479565],[-74.00920021691144,40.70959329275448],[-74.00913217496374,40.70966563081528],[-74.0090948161666,40.7096452822252],[-74.0090472118496,40.709696362958084],[-74.00908972817868,40.70971896513529],[-74.00907352177067,40.709737151332035],[-74.00897828395046,40.70984402963753],[-74.00891704356468,40.70980074413512]]]]},""properties"":{""name"":null,""base_bbl"":""1000650007"",""shape_area"":""0.0"",""heightroof"":""276.01"",""mpluto_bbl"":""1000650007"",""cnstrct_yr"":""1908"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""28"",""geomsource"":""Photogramm"",""bin"":""1001097"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""4912"",""shape_len"":""0.0""}}",-74.0090272599955,40.7095265813906
1000750030,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00538312690168,40.70750749249713],[-74.0054565966258,40.707481663276795],[-74.0054735755262,40.707498514637514],[-74.00557911662038,40.70760326243734],[-74.00567806975981,40.70770147275281],[-74.00577465746025,40.70779733456755],[-74.0058699388982,40.7078918987301],[-74.00587243244917,40.70789437320761],[-74.00587193072504,40.70789459115688],[-74.00552715788577,40.70804417232501],[-74.00550407033334,40.707998671503276],[-74.00544928382915,40.70789070102062],[-74.00543426935168,40.70786111003292],[-74.00547194789729,40.70783812450133],[-74.00540759559645,40.70777703686417],[-74.00537473131696,40.70774583839241],[-74.00536958407557,40.70773548995806],[-74.00533377201005,40.70765879148291],[-74.00528020082677,40.707544059820584],[-74.00528004696515,40.70754373114107],[-74.00538312690168,40.70750749249713]]]]},""properties"":{""name"":null,""base_bbl"":""1000750030"",""shape_area"":""0.0"",""heightroof"":""340.94"",""mpluto_bbl"":""1000750030"",""cnstrct_yr"":""1929"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""13"",""geomsource"":""Photogramm"",""bin"":""1001167"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""554844"",""shape_len"":""0.0""}}",-74.0055762466726,40.7078116319593
1008627503,,,
1000680011,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00732246874016,40.70786581773835],[-74.00732802279494,40.70786017568243],[-74.00727456088238,40.707825439153325],[-74.007297459819,40.70780217930124],[-74.00729039119715,40.70779814996158],[-74.00727056403089,40.70778684619828],[-74.00726514211294,40.707799674322345],[-74.00700845565257,40.70769704096673],[-74.00700759531847,40.707696697023856],[-74.00703666634888,40.707659153839295],[-74.00705009320207,40.707641814575126],[-74.0070939173704,40.7075852192563],[-74.00710454207399,40.70759060816059],[-74.00721551340602,40.70764688771063],[-74.00727530323559,40.7076772104628],[-74.00725068511157,40.707702217410905],[-74.00736536684663,40.70775029742753],[-74.00751606315025,40.70768444050741],[-74.00748423033082,40.707647313604426],[-74.00751419735211,40.707624557535155],[-74.00759742003858,40.707561359599225],[-74.00771696177279,40.7077318022078],[-74.00776917529625,40.70780624755719],[-74.00767143084519,40.707884325730014],[-74.00766736875471,40.7078875705424],[-74.00764671369292,40.707860382782556],[-74.00760837783908,40.707809925179085],[-74.0075134702114,40.70785053996446],[-74.00751141363752,40.70785141989811],[-74.00754225193579,40.70789357801368],[-74.00753073106495,40.70790663798089],[-74.00747399910101,40.70796426448724],[-74.00732246874016,40.70786581773835]]]]},""properties"":{""name"":null,""base_bbl"":""1000680011"",""shape_area"":""0.0"",""heightroof"":""168.77"",""mpluto_bbl"":""1000680011"",""cnstrct_yr"":""1925"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""16"",""geomsource"":""Photogramm"",""bin"":""1001112"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""191059"",""shape_len"":""0.0""}}",-74.0074558543738,40.7077628172625
1000680016,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00747399910101,40.70796426448724],[-74.00753073106495,40.70790663798089],[-74.00766957645396,40.7079968429224],[-74.00768979985067,40.70794378165466],[-74.00765448318107,40.707897864242646],[-74.00766736875471,40.7078875705424],[-74.00767143084519,40.707884325730014],[-74.00776917529625,40.70780624755719],[-74.00789410385411,40.707970761547735],[-74.00789899543726,40.707977203469014],[-74.0079007769512,40.70798192472677],[-74.00790167924687,40.707986788325584],[-74.00790168574598,40.70799170061349],[-74.00790079525359,40.70799656613641],[-74.00789902669199,40.70800128943882],[-74.00789641200095,40.70800578046735],[-74.00789300442113,40.70800995096818],[-74.00783090786535,40.7080721499125],[-74.00775582413497,40.70814735848249],[-74.00747399910101,40.70796426448724]]]]},""properties"":{""name"":null,""base_bbl"":""1000680016"",""shape_area"":""0.0"",""heightroof"":""218.29"",""mpluto_bbl"":""1000680016"",""cnstrct_yr"":""1907"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""14"",""geomsource"":""Photogramm"",""bin"":""1001113"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""491490"",""shape_len"":""0.0""}}",-74.0077879482364,40.707976801303
1000690032,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00616314215134,40.70744989810314],[-74.00599347054171,40.7075873538897],[-74.00594468448503,40.70762687715463],[-74.0058740398531,40.707684108267735],[-74.00584444516622,40.70765475491023],[-74.00574524096476,40.70755636104537],[-74.00564592226162,40.70745785273448],[-74.00560791701487,40.70742015649107],[-74.00572372747007,40.70737516305093],[-74.00594581638873,40.7072888792154],[-74.00607849384262,40.70738718199749],[-74.00616314215134,40.70744989810314]]]]},""properties"":{""name"":null,""base_bbl"":""1000690032"",""shape_area"":""0.0"",""heightroof"":""424.08"",""mpluto_bbl"":""1000690032"",""cnstrct_yr"":""1931"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""9"",""geomsource"":""Photogramm"",""bin"":""1001126"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""259711"",""shape_len"":""0.0""}}",-74.0058855346877,40.7074935443017
1000700032,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00550075286948,40.706701876055625],[-74.00591718477132,40.70704264939633],[-74.00565087665693,40.7072311100668],[-74.00562984513724,40.707245993846676],[-74.00535946842115,40.70702473853008],[-74.00521341461732,40.706905219475445],[-74.00550075286948,40.706701876055625]]]]},""properties"":{""name"":null,""base_bbl"":""1000700032"",""shape_area"":""0.0"",""heightroof"":""340.19"",""mpluto_bbl"":""1000700032"",""cnstrct_yr"":""1971"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""7"",""geomsource"":""Photogramm"",""bin"":""1001134"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""1215258"",""shape_len"":""0.0""}}",-74.0055652993316,40.706973935312
1000717501,,,
1000720027,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00448107204463,40.705991740097],[-74.00433482910708,40.7058708277284],[-74.0042703406134,40.70581750905751],[-74.00414908548393,40.70571725685458],[-74.00424886832472,40.70565413907037],[-74.0044294062917,40.705803405540294],[-74.00447923472693,40.70576850339178],[-74.00459619119604,40.70586520199997],[-74.00464012924648,40.70590152866815],[-74.00469971532637,40.70595079322929],[-74.0045545404459,40.70605248210954],[-74.00448107204463,40.705991740097]],[[-74.0045735727658,40.70592785868315],[-74.00449970085559,40.70586539041716],[-74.00445724761204,40.70589446417903],[-74.00453111833133,40.705956932472056],[-74.0045735727658,40.70592785868315]]]]},""properties"":{""name"":null,""base_bbl"":""1000720027"",""shape_area"":""0.0"",""heightroof"":""72.44"",""mpluto_bbl"":""1000720027"",""cnstrct_yr"":""1902"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""4"",""geomsource"":""Photogramm"",""bin"":""1001142"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""395427"",""shape_len"":""0.0""}}",-74.0044477233052,40.705853308925
1000780001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00673794902174,40.70934457098138],[-74.00686030726452,40.709413800442555],[-74.00686409076337,40.70941594163212],[-74.0066880236747,40.709596089311624],[-74.00655808941514,40.70952864311259],[-74.00666039923496,40.70942393752821],[-74.00673794902174,40.70934457098138]]]]},""properties"":{""name"":null,""base_bbl"":""1000780001"",""shape_area"":""0.0"",""heightroof"":""201.0"",""mpluto_bbl"":""1000780001"",""cnstrct_yr"":""1905"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""31"",""geomsource"":""Photogramm"",""bin"":""1001192"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""709987"",""shape_len"":""0.0""}}",-74.0067110902167,40.709472273641
1008637501,,,
1000780004,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00703001032055,40.70948005970777],[-74.00698994680859,40.709457392684],[-74.00697122175032,40.70947655669319],[-74.00692661616317,40.709451318963495],[-74.00686409076337,40.70941594163212],[-74.00686030726452,40.709413800442555],[-74.00673794902174,40.70934457098138],[-74.0070146000246,40.70906155085944],[-74.00722753231422,40.709182059380986],[-74.00727785864937,40.709210541174585],[-74.0073120899991,40.70917551543035],[-74.00739119087676,40.709220281985246],[-74.00739837326404,40.7092243473311],[-74.0075402057677,40.70930461508235],[-74.00729063477334,40.709559973751155],[-74.00707274954841,40.709436318370734],[-74.00703001032055,40.70948005970777]]]]},""properties"":{""name"":null,""base_bbl"":""1000780004"",""shape_area"":""0.0"",""heightroof"":""335.41"",""mpluto_bbl"":""1000780004"",""cnstrct_yr"":""1912"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""28"",""geomsource"":""Photogramm"",""bin"":""1079063"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""171017"",""shape_len"":""0.0""}}",-74.007152597991,40.7093107623933
1000787508,,,
1000790010,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00848781723315,40.710155097014876],[-74.00841540648034,40.71011863344058],[-74.00848999213298,40.71003286690667],[-74.00858029428159,40.70992902860024],[-74.00862184413201,40.70988124978876],[-74.00868857508334,40.709804514935755],[-74.00889496697341,40.70994823332528],[-74.00888916923499,40.709954901156],[-74.00864586194992,40.71023468231201],[-74.00848781723315,40.710155097014876]]]]},""properties"":{""name"":null,""base_bbl"":""1000790010"",""shape_area"":""0.0"",""heightroof"":""173.05"",""mpluto_bbl"":""1000790010"",""cnstrct_yr"":""1920"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""33"",""geomsource"":""Photogramm"",""bin"":""1001216"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""607105"",""shape_len"":""0.0""}}",-74.0086551870334,40.7100334338616
1001750033,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.0037827072484,40.7178049291599],[-74.0037008354857,40.717767849719955],[-74.00350567702417,40.71767946086629],[-74.00359946804078,40.71756549032601],[-74.00407398621118,40.717780401936096],[-74.00403370157596,40.71782682194284],[-74.00397652309681,40.717892708844154],[-74.00379664725838,40.717811243077044],[-74.0037827072484,40.7178049291599]]]]},""properties"":{""name"":null,""base_bbl"":""1001750033"",""shape_area"":""0.0"",""heightroof"":""92.84"",""mpluto_bbl"":""1001750033"",""cnstrct_yr"":""1920"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""27"",""geomsource"":""Photogramm"",""bin"":""1001939"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""287431"",""shape_len"":""0.0""}}",-74.0037879942502,40.7177290997413
1000800004,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.009911111309,40.71113365845939],[-74.01002352738867,40.71099194975001],[-74.01020610992104,40.71107581718878],[-74.01024872646452,40.711095393208765],[-74.01031987479844,40.711005704982064],[-74.01032678523379,40.71100887866295],[-74.01037240747667,40.71095136884163],[-74.01052295066508,40.71102051891119],[-74.01029315421805,40.71131019438486],[-74.01014401069315,40.71124168685878],[-74.01015195225891,40.711231675180386],[-74.01012822429182,40.711220775686975],[-74.00994474673762,40.71113649667014],[-74.00993741331268,40.71114574014615],[-74.009911111309,40.71113365845939]]]]},""properties"":{""name"":null,""base_bbl"":""1000800004"",""shape_area"":""0.0"",""heightroof"":""583.0"",""mpluto_bbl"":""1000800004"",""cnstrct_yr"":""1961"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""29"",""geomsource"":""Other (Man"",""bin"":""1075702"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""1000469"",""shape_len"":""0.0""}}",-74.0101744261449,40.7111307957271
1000880010,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00966141114525,40.712205181188594],[-74.00980201368735,40.712036154255735],[-74.00992345419498,40.71209464552755],[-74.00995698322166,40.7121107941918],[-74.0099625824406,40.71211349163734],[-74.00982198014255,40.71228251876456],[-74.00982058595736,40.712281847102595],[-74.00975288161344,40.71224923726302],[-74.00966141114525,40.712205181188594]]]]},""properties"":{""name"":null,""base_bbl"":""1000880010"",""shape_area"":""0.0"",""heightroof"":""239.66"",""mpluto_bbl"":""1000880010"",""cnstrct_yr"":""1911"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""28"",""geomsource"":""Photogramm"",""bin"":""1001237"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""53268"",""shape_len"":""0.0""}}",-74.0098119968965,40.712159336407
1000880018,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00850617421084,40.711760376842804],[-74.00861045824306,40.71181060768192],[-74.00877551054646,40.71189010761162],[-74.00899103386442,40.71199391806209],[-74.00882469378911,40.71219387942288],[-74.00879904102676,40.71222471667245],[-74.00834797168906,40.712007450737815],[-74.00831418036701,40.71199117465167],[-74.00835069195743,40.71194728472003],[-74.00839519634619,40.711893783943786],[-74.00850617421084,40.711760376842804]]]]},""properties"":{""name"":null,""base_bbl"":""1000880018"",""shape_area"":""0.0"",""heightroof"":""547.39"",""mpluto_bbl"":""1000880018"",""cnstrct_yr"":""1927"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""29"",""geomsource"":""Photogramm"",""bin"":""1001241"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""770512"",""shape_len"":""0.0""}}",-74.0086526071344,40.7119925468543
1000890001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00796227787946,40.71042410726114],[-74.00785442834812,40.710532843252494],[-74.0078204138485,40.71051330808474],[-74.00775853857786,40.710575691559114],[-74.0078655149464,40.71063712975669],[-74.00777116245605,40.71073225802528],[-74.00755249754694,40.71061009937283],[-74.00750653948376,40.71058442431199],[-74.00750387540737,40.71058235961428],[-74.00750184795983,40.710579913058474],[-74.00750176273476,40.71057973566337],[-74.00750054709229,40.710577194500985],[-74.00750003198877,40.71057432820849],[-74.00750032751536,40.710571443852956],[-74.00750141948585,40.710568672909936],[-74.00750325821123,40.710566140553574],[-74.00773679191452,40.71032736094204],[-74.00773898209403,40.710324827657665],[-74.00774181845667,40.71032269775871],[-74.00774517438921,40.71032106310572],[-74.00774890552556,40.71031999755028],[-74.00775284619492,40.71031954522849],[-74.00775649226983,40.71031971337839],[-74.00776229600622,40.71032265765776],[-74.00790615285358,40.71039563517467],[-74.00794818389441,40.71041695727829],[-74.00796227787946,40.71042410726114]]]]},""properties"":{""name"":null,""base_bbl"":""1000890001"",""shape_area"":""0.0"",""heightroof"":""168.03"",""mpluto_bbl"":""1000890001"",""cnstrct_yr"":""1900"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""37"",""geomsource"":""Photogramm"",""bin"":""1001242"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""59657"",""shape_len"":""0.0""}}",-74.0077311577827,40.7105215327085
1002097501,,,
1002127501,,,
1002127504,,,
1000920024,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00703303956618,40.71046497713544],[-74.00716395477258,40.71053210755036],[-74.00706873755772,40.71060504851208],[-74.00702056431032,40.7105789879746],[-74.00690992053012,40.71066853066163],[-74.00684177026383,40.71061976846802],[-74.00703303956618,40.71046497713544]]]]},""properties"":{""name"":null,""base_bbl"":""1000920024"",""shape_area"":""0.0"",""heightroof"":""29.79"",""mpluto_bbl"":""1000920024"",""cnstrct_yr"":""1910"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""36"",""geomsource"":""Photogramm"",""bin"":""1079095"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""824942"",""shape_len"":""0.0""}}",-74.0070130063528,40.7105667513933
1000927501,,,
1000930034,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00537927806289,40.709641209571956],[-74.00514308049479,40.709834944586134],[-74.00513197021269,40.70982710073119],[-74.00510185009479,40.70980583650417],[-74.0051134939282,40.70979628606902],[-74.00507000671877,40.7097655850719],[-74.00509287666698,40.70974682731986],[-74.0050592796133,40.70972310754194],[-74.00506406257514,40.709719184705904],[-74.00505147655645,40.70971029991734],[-74.00507775917092,40.709688741429275],[-74.00506657081301,40.709680842640154],[-74.00507113130828,40.70967710261732],[-74.00505799854172,40.7096678306338],[-74.00508208372321,40.70964807506409],[-74.00506768466792,40.70963790983067],[-74.00507345095698,40.709633179192586],[-74.00506577390847,40.70962775935519],[-74.00511095280945,40.7095907022325],[-74.00512022988364,40.7095972530375],[-74.0051512740779,40.70957178970486],[-74.0051648269639,40.70958135882765],[-74.00516818520222,40.70957860401387],[-74.00518835003847,40.70959284018517],[-74.0052144325828,40.70957144556762],[-74.00522709078764,40.709580381664345],[-74.00523222280609,40.709576172442944],[-74.0052789976004,40.70960919384558],[-74.00527981171797,40.709608525629086],[-74.0052839604044,40.70960512420882],[-74.00531095498704,40.7096241813806],[-74.00531574976,40.709620247727386],[-74.00532034274605,40.70962349115569],[-74.00533599438639,40.70961065274694],[-74.00537927806289,40.709641209571956]]]]},""properties"":{""name"":null,""base_bbl"":""1000930034"",""shape_area"":""0.0"",""heightroof"":""153.81587032"",""mpluto_bbl"":""1000930034"",""cnstrct_yr"":""1973"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""22"",""geomsource"":""Photogramm"",""bin"":""1001288"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""157281"",""shape_len"":""0.0""}}",-74.0052153772474,40.7096738727508
1006460049,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00626677748507,40.74083145902382],[-74.00610108668279,40.74076137424519],[-74.00627031277237,40.74052992400824],[-74.00652154740952,40.740636192414975],[-74.00635232073884,40.74086764301775],[-74.00626677748507,40.74083145902382]]]]},""properties"":{""name"":null,""base_bbl"":""1006460049"",""shape_area"":""0.0"",""heightroof"":""39.81"",""mpluto_bbl"":""1006460049"",""cnstrct_yr"":""1909"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""13"",""geomsource"":""Photogramm"",""bin"":""1012239"",""lstmoddate"":""2020-01-28T00:00:00.000"",""doitt_id"":""830286"",""shape_len"":""0.0""}}",-74.0063113172437,40.7406987836364
1001070028,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-74.00058947457846,40.70837133223187],[-74.00079542278712,40.70827462870645],[-74.0007967753917,40.70827629734421],[-74.00087498516497,40.70837274872071],[-74.0009305072594,40.708441221348664],[-74.00079856498887,40.7085031748016],[-74.00079402206555,40.70850530814379],[-74.00080856232287,40.708523240820476],[-74.00082409071567,40.70854239097917],[-74.0007424825056,40.708580710082224],[-74.00072651745835,40.708561020509215],[-74.00070543665217,40.70853502198473],[-74.00064338718026,40.708458497815975],[-74.00064830404744,40.70845618887794],[-74.00065254403155,40.70845419782395],[-74.0006534232691,40.708453785384876],[-74.00063398860726,40.70842981839058],[-74.0005898627583,40.708375399838545],[-74.00058736701342,40.70837232190438],[-74.00058947457846,40.70837133223187]]]]},""properties"":{""name"":null,""base_bbl"":""1001070028"",""shape_area"":""0.0"",""heightroof"":""92.39088895"",""mpluto_bbl"":""1001070028"",""cnstrct_yr"":""2010"",""lststatype"":""Constructed"",""feat_code"":""2100"",""groundelev"":""5"",""geomsource"":""Photogramm"",""bin"":""1088490"",""lstmoddate"":""2017-08-22T00:00:00.000"",""doitt_id"":""1257098"",""shape_len"":""0.0""}}",-74.0007589373392,40.7084323721623
